average_rate_per_night,bedrooms_count,city,date_of_listing,description,latitude,longitude,title,url
$54 ,1,Austin,15-Dec,"My place is close to a creek, nature, shopping. You’ll love my place because of the comfy bed, big patio, quiet area, the great hiking trails. My place is good for couples, solo adventurers, and business travelers.\n\nI have a private bedroom with a queen bed and private access to a bathroom. I also have a pull out queen sized sofa very close to the guest bathroom.",30.38300429,-97.76838274,"Apartment in NW Hills, Arboretum, Capital of Texas",https://www.airbnb.com/rooms/12948242?location=Cedar%20Park%2C%20TX
$125 ,2,San Antonio,15-Dec,"Our 2 bed, 2 bath home is located in the Historic Government Hill Neighborhood, which is adjacent to Fort Sam Houston. We're less than a mile from Pearl Brewery, 1.8 miles to the center of downtown and the AT&amp;T center is 2.5 miles away! You can see the Tower of the Americas from our front porch!",29.44162818,-98.46787809,The Muncey Haus,https://www.airbnb.com/rooms/17963987?location=Bulverde%2C%20TX
$22 ,1,San Antonio,15-Apr,"My place is close to the airport. The bed is located in the front room but is closed off from the rest of the house and people traffic. You’ll love my place because of the neighborhood and the kitchen. My place is good for solo adventurers. \nPrivate room for rent, located in an established neighborhood with quick access to Loop 410, US 281 and IH-35. Only 5 minutes from the airport, 10 minutes to BAMC, and 15 to the UTHSCSA. It's perfect for anyone visiting for a short stay.",29.52007905,-98.45505578,Airport Trundle bed with shared bath,https://www.airbnb.com/rooms/13276148?location=Converse%2C%20TX
$450 ,4,Port Aransas,17-May,"Sea Horse Inn is perfect for 2 families or 4 couples to enjoy Port Aransas. It is 3 miles from Port A, close to Palmillo Golf Course &amp; Hwy. 361 to Schlitterbahn. The open floor plan has lots of seating to enjoy the 55\",27.7775229,-97.10350383,"Updated Sea Horse Inn, 4 bedroom, 3 baths",https://www.airbnb.com/rooms/18566814?location=Corpus%20Christi%2C%20TX
$79 ,1,Killeen,15-Sep,"This room is very cozy for family, soldier or the traveling business man/ contractor that likes to live with extra space NOW a kitchen has been added to this room giving it a full size refrigerator, oven, and stove and over the counter microwave.",31.07600114,-97.71989729,The parlor room,https://www.airbnb.com/rooms/9558119?location=Copperas%20Cove%2C%20TX
$59 ,1,Austin,14-Feb,"The Cherry Creek Private Retreat is your own personal corner of Austin's welcoming, natural zen space. A clean hotel-like ambiance with fun accents, a lush and peaceful outdoor sitting area, and a gorgeous slate rain shower set this luxurious private bed/bath apart. 15 minutes or less away from downtown, the airport, Town Lake, the greenbelt, and Barton Springs; just 30 minutes from Circuit of the Americas and the San Marcos Outlet Mall.",30.19324162,-97.8180449,Cherry Creek Private Retreat,https://www.airbnb.com/rooms/15057821?location=Buda%2C%20TX
$22 ,2,Elgin,17-May,"Quiet cul-du-sac off of highway 290. Mins from downtown Elgin, and 30 from downtown Austin. Within walking of Walmart, CVS, Dominos, Taco Bell, Panda Express, HEB, Schlotzsky's and more.",30.34822772,-97.3870842,Quiet Living,https://www.airbnb.com/rooms/19243159?location=Coupland%2C%20TX
$37 ,1,Irving,15-Nov,"My place is close to the airport, public transport, and the city center. You’ll love my place because of the neighborhood, the comfy bed, the coziness, the kitchen, and the light. My place is good for couples, solo adventurers, business travelers, and families (with kids).\nI am an experienced airbnb host. I enjoy meeting people from all walks of life and would be happy to make you as comfortable as possible. #FromHome",32.8602811,-96.99707984,Home Away From Home,https://www.airbnb.com/rooms/15537000?location=Colleyville%2C%20TX
$125 ,1,Comfort,17-Mar,"Our beautiful cottage is located on cypress creek in walking distance to Historic downtown Comfort, Tx. One bedroom one bath with separate shower and tub. One living area with cable TV. Come spend a quiet time in the Texas hill country. Enjoy antique shopping, wineries and much much more",29.96565547,-98.91607738,Cypress Creek Guesthouse,https://www.airbnb.com/rooms/17960870?location=Comfort%2C%20TX
$26 ,1,Arlington,16-Jun,"Welcome to your new home away from home! My place is close to the cowboys' stadium, six flags, hurricane harbor, uta, the parks mall, major highways, and the highlands! Enjoy the bathroom and kitchen of a home remodeled in july 2016!",32.69075708,-97.14931638,Cute Home & Perfect Location!:),https://www.airbnb.com/rooms/16787890?location=Cedar%20Hill%2C%20TX
$54 ,1,Austin,15-Sep,"Located minutes from downtown and walking distance to multiple bus lines. Private room with Bathroom Access. King Sized Tempurpedic Bed. Snacks, Pool, and Washer/Dryer. Ironing board (no iron) in unit. High Speed Wifi! No pets! No smoke!",30.348379,-97.75177396,"Quiet Comfort, Convenient Location",https://www.airbnb.com/rooms/9077780?location=Cedar%20Park%2C%20TX
$160 ,4,Humble,17-Jun,"My house is in a Master-Planned community w/lots of green space, parks, playgrounds, jogging trail &amp; ponds. The living space is modern, spacious, w/an open floor plan, beautifully furnished w/1 king sized bed &amp; 3 queen sized beds. Close proximity to city attractions including 25 mins from Downtown Houston, 10 mins from Bush intercontinental airport &amp; many energy companies along beltway 8. There are several attractions; restaurants, movie theater, bowling alley, shopping center, &amp; grocery stores.",29.99748178,-95.14725643,Spacious Living Near Lake Houston,https://www.airbnb.com/rooms/19196476?location=Cleveland%2C%20TX
$995 ,5,Sealy,15-Sep,"Experience the quiet and relaxation of the Texas countryside while gathering with friends and/or family. Lovingly named Mi Sueno (“My Dream”) this home is ideal for small to large overnight gatherings of 10-20 people. Mi Sueno is located just outside of the small town of Sealy, TX upon 40 acres of rolling Texas land. The villa itself has 5 bedroom, 4.5 bathrooms, gourmet kitchen with Viking appliances, 10 gathering spaces as well as sleeping rooms for up to 16 people.",29.8570942,-96.21374545,Beautiful Texas Villa For Family/Weekend Getaways,https://www.airbnb.com/rooms/18794108?location=Chappell%20Hill%2C%20TX
$500 ,3,Kerrville,14-Apr,"Enjoy this Guadalupe River home with private access to Flatrock Lake. Welcome to a large great room with a wood burning stove, exposed beams &amp; saltillo tile floors; this truly is a Hill Country Home. 2 night min stay and pets allowed with deposit.",30.00645822,-99.11604536,Guadalupe River Retreat,https://www.airbnb.com/rooms/2776956?location=Center%20Point%2C%20TX
"$1,699 ",8,Burnet,16-May,"Large property on Lake Buchanan, a great getaway for you and 31 of your closest friends. Property has over 7,000ft of rustic luxury space, game rooms (shuffle board, air-hockey, pool table, foosball, ping pong, etc.), paddle boats, a private boat ramp and more! A perfect place to plan a fun family reunion or company retreat.\n*Major holidays and certain local events require minimum 5 night stay.\n*Ask about our 3-night M-W Special! (Only $1,000/night plus taxes and fees)\n*For Sale! Ask!",30.81330843,-98.37031289,Lakehouse for up to 32 people!,https://www.airbnb.com/rooms/13057312?location=Burnet%2C%20TX
$27 ,1,Humble,16-Nov,"The bedroom is a master with a bathroom attached. The bed in the room is twin size plus we have two additional queen size air mattresses available upon request.\n\nWe are located 10 minutes away from the Bush Intercontinental Airport. Also, we are within a mile from Deerbrook Mall and a variety of restaurants. About 25 minute drive Downtown Houston.",29.99630211,-95.26877101,"Quiet Room, Great Location",https://www.airbnb.com/rooms/16396544?location=Cleveland%2C%20TX
$109 ,2,Argyle,16-Sep,"Cottage with a quiet, country setting. 30 minutes from DFW. 5 minutes to shopping, Starbucks, gas, restaurants, 15 minutes from the Texas Motor Speedway. You’ll love the cottage (1440 sq. ft) because of the coziness, serene ambience, high ceilings, pool, view of the duck pond and neighbor's horses. Cottage has private separate entrance with carport. The cottage is good for couples, solo adventurers, business travelers, and families (with watersafe kids).",33.10742995,-97.14993133,"Quaint, Private Cottage in Horse Country",https://www.airbnb.com/rooms/14982734?location=Corinth%2C%20TX
$285 ,3,Kerrville,16-Feb,"A large 3 bedroom, 3 full bath villa located within the exclusive Comanche Trace community, perfect for families or groups. Property boasts an open floor plan with soaring 12 foot ceilings and a large living and dining room that overlooks a private and secluded backyard.",29.97977465,-99.12869005,Luxury Family Hill Country Villa,https://www.airbnb.com/rooms/11061222?location=Center%20Point%2C%20TX
$575 ,3,Bryan,15-Oct,"Great for Game weekends! 3 bedroom, 2 bath plus study. Master bedroom with queen size bed &amp; master bathroom. 2 guest rooms, one with full size bed and one with queen size bed and a shared bathroom. Study with futon. 6 miles from Kyle Field.",30.668432,-96.3412792,Cozy Modern 3 Bedroom 2 Bath House,https://www.airbnb.com/rooms/8742692?location=Caldwell%2C%20TX
$350 ,4,New Braunfels,17-May,"Our home is located on the hill in New Braunfels, just minutes from Schlitterbahn, Landa Park, the Comal and Guadalupe rivers, and downtown New Braunfels. It is also in walking distance of New Braunfels High School and Panther Canyon, which offers a short hike down to Landa Park. We welcome anyone looking to enjoy our great city and love our home as their own. We hope to make every guest as comfortable here as if they were in their own home.",29.7214753,-98.14517937,Ranch style home on the Hill,https://www.airbnb.com/rooms/18930583?location=Cibolo%2C%20TX
$30 ,1,Fort Worth,16-Feb,"Private room and bathroom with room for one or two people. This room is recently remodeled with hard floors. On the opposite side of the home from the owner's room. Pets on property. Home is located in a quiet neighborhood with access to the downtown Fort Worth by city road or major highways in about 20 minutes. An easy drive to hospitals, conferences and entertainment.",32.62737438,-97.37373806,Cozy Room in South Fort Worth,https://www.airbnb.com/rooms/16911814?location=Burleson%2C%20TX
$250 ,3,Houston,16-Jun,"Our home is located inside a safe gated community. Make our renovated 3 bedroom 2 bath townhome your home for your next visit to Houston! We have enough room to easily fit 10 but can accommodate 13 if needed. House is fully updated with luxury finishes. It's minutes away from the NRG Stadium, Museum District, Downtown Houston, parks, zoo, medical center and University of Houston.\n\nThis location has multiple restaurants and shopping centers at a great walking distance, only a block away.",29.70332322,-95.29328932,TOWNHOME Near NRG Stadium and downtown 10+ GUEST.,https://www.airbnb.com/rooms/16788223?location=Channelview%2C%20TX
$45 ,1,Spring,17-Apr,This is just a couch for one person. We have 5 kids and GapeNuts for breakfast.,30.13757365,-95.4132804,One person,https://www.airbnb.com/rooms/18297248?location=Cleveland%2C%20TX
$59 ,1,Irving,17-May,"DFW airport 10minutes\nShopping, Restaurants, \nDowntown 15 minutes\nJogging/bike trail\nSwimming Pool",32.93055549,-96.94416504,Nice and cozy in Valley Ranch near DFW,https://www.airbnb.com/rooms/18692272?location=Colleyville%2C%20TX
$152 ,2,Austin,13-Oct,"Fantastic Newly Remodeled 2 bedroom duplex in Central Austin less than 10 minutes drive to all of the live music and events downtown. University of Texas campus 3 miles away. Circuit of the Americas F1 race track is 15 min away. Everything is Brand New and nothing was overlooked in this Mid Century Modern house. Quartz counter tops, travertine stone floors, new appliances, floor to ceiling vaulted windows, private courtyard and backyard. Quiet neighborhood with shopping and restaurants nearby.",30.32028119,-97.68357609,MODERN SUPER TRENDY Central Austin 8 min Downtown,https://www.airbnb.com/rooms/14706958?location=Cedar%20Park%2C%20TX
"$1,200 ",4,Baytown,16-Dec,"My place is close to Airport is 20 minutes away, Wal-Mart, Kroger's and Showbiz movie theater 10min. You’ll love my place because of The location, is easy on and off I-10 30 minutes from NRG stadium. This 4 bedroom has everything you need dining area, breakfast bar and formal dining for larger parties, washer and dryer. Then enjoy outside hot tub, gas fireplace, lounge chairs, and with outdoor grilling area is great for down time.. My place is good for couples and families (with kids).",29.81233029,-94.92913906,5 bedroom/3baths SUPER BOWL 2017,https://www.airbnb.com/rooms/16463764?location=Channelview%2C%20TX
$320 ,3,Fort Worth,15-Dec,"1100 Belle is in a lovely, quiet neighborhood nestled between Rivercrest Country Club and Monticello. It is walking distance to Will Rogers Memorial Center, Fort Worth Stock Shows, museums and short drive to the Zoo, TCU, Colonial, Botanic Gardens.",32.74931088,-97.37602227,Lovely and Conveniently Located,https://www.airbnb.com/rooms/10230351?location=Burleson%2C%20TX
$89 ,1,Humble,17-Jan,湖边安静小区,29.9972706,-95.1452594,湖边安静小区,https://www.airbnb.com/rooms/19314101?location=Cleveland%2C%20TX
$72 ,2,Harker Heights,14-Apr,"Our fully furnished downstairs apartment comes with a full kitchen, washer/dryer, dishwasher, TV and back patio for watching the sunset. Minutes from Fort Hood, Stillhouse Lake, the best grocery stores and restaurants. Near In-N-Out and the only Target in town. Comfortably hosts 3 people. Free Wi-fi.",31.06351199,-97.63620315,Modern 2 bd near Stillhouse Lake,https://www.airbnb.com/rooms/9374173?location=Copperas%20Cove%2C%20TX
$330 ,1,Spring,16-Apr,"**2012 Ram 4 door Crew Cab included with rental***\nLess than 20 minutes and $15 Uber ride to and from Intercontinental Airport!! Upstairs is rented already. Shared kitchen. Great, safe, quiet neighborhood. Convenient access to the Tollroads. My truck does have access to tollroads. Neighbors are awesome as well!! One king size bed in Master, with two air mattresses which fit comfortably in master, as well. The sofa is veeery comfortable as well. Mi casa e su casa!! :)",30.07152715,-95.37054536,******2012 Dodge Ram included with rental!!!******,https://www.airbnb.com/rooms/16756032?location=Cleveland%2C%20TX
$41 ,1,Baytown,16-Feb,"New construction with central A/C in garage metal building separate from main house. Comfy 450 sq.ft. room with Queen bed and desk area. Full bath with luxury walk-in shower. Very private with 3 acre property views. Garage Kitchen has no a/c and is a shared space as a parking garage. Fridge, stove, washer/dryer, microwave, toaster oven, pots, pans and utensils included. Bottled water and all toiletries provided.",29.77817255,-94.95967759,Acadian Garage Suite,https://www.airbnb.com/rooms/11657571?location=Channelview%2C%20TX
$120 ,4,New Braunfels,16-Aug,"Perfect for the family friendly vacation town of New Braunfels. Within a few miles you can be on the Guadalupe or Comal rivers. One mile from the downtown district and two miles from Schlitterbahn. Gruene is also within bike riding distance if you chose. Fantastic four bedroom home where you can relax with garage parking, full back yard for privacy and a covered deck for recovery from your fun filled day. Full kitchen, full baths and Brs will make you feel like you never left home.",29.67292691,-98.14713043,Private Get Away,https://www.airbnb.com/rooms/18502732?location=Cibolo%2C%20TX
$89 ,2,Red Oak,16-Feb,"A serene back yard, a shaded deck, and an updated 1400 sq. ft. cottage on over an acre of wooded land with creek await. 22 miles south of Dallas, between I45 and I35, but in a rural setting.",32.53439907,-96.75423225,Creekside Cottage in Red Oak,https://www.airbnb.com/rooms/11760249?location=Corsicana%2C%20TX
$215 ,3,Corinth,16-Nov,"3 bedroom(office could be 4th) 2 bath home just minutes away from Denton and Lake Lewisville! Very clean and neat house is welcoming to families, groups, or anyone else looking for a nice place to stay. Covered patio area in back with decent sized backyard.",33.14505778,-97.08167652,3 bedroom home just minutes from Denton,https://www.airbnb.com/rooms/18158142?location=Corinth%2C%20TX
$39 ,1,Frisco,14-Apr,A confortable and very clean home. Easy access to motorways. In a very quiet area of Frisco,33.18438575,-96.79858778,wondeful place to live in peace,https://www.airbnb.com/rooms/17626898?location=Celina%2C%20TX
$129 ,1,Del Valle,15-Nov,Featured on HGTV's \,30.15604462,-97.61940563,Kinetohaus- Tiny House feat. @ SXSW,https://www.airbnb.com/rooms/15069712?location=Cedar%20Creek%2C%20TX
$42 ,1,Corpus Christi,16-Mar,"A home away from home! You’ll love my place because of the quiet neighborhood and the comfy bed. My place is good for couples, solo adventurers, and business travelers.",27.68649455,-97.35794942,Your coastal bend getaway.,https://www.airbnb.com/rooms/14066703?location=Corpus%20Christi%2C%20TX
$150 ,1,Granbury,16-Aug,"My place is close to art and culture and parks. You’ll love my place because of the coziness, the king size bed,luxury linens and pillows,the high ceilings, and the views. My place is good for couples, solo adventurers, and business travelers, or romantic getaway.",32.47825287,-97.72536901,Cabin On The Ridge,https://www.airbnb.com/rooms/14841493?location=Cleburne%2C%20TX
$50 ,1,College Station,12-Jun,This is a private room with attached bathroom in a 3 bedroom townhome close to the Texas A&amp;M campus. The host lives in the space and shares kitchen and living room with guests. Pets also live on the property.,30.60092992,-96.32690755,"Private bed & bathroom, close to TAMU campus",https://www.airbnb.com/rooms/9788316?location=Caldwell%2C%20TX
$22 ,1,Dallas,16-Apr,"Please read the entire listing before submitting a review, this is a place to crash, you will not have a bed, you will have a couch (not a sleeper) and/or air mattress. I will provide the basics, this is how I keep the listing cost low. I also have a cat, if you have allergies, this is not the place for you.\n\nOak Cliff has been named the \",32.75955203,-96.82027481,Oak Cliff Crash Pad- Women Only,https://www.airbnb.com/rooms/19330605?location=Cedar%20Hill%2C%20TX
$210 ,2,Irving,16-Jan,"Classy Townhome close to family-friendly activities, nightlife, public transport, the airport, and the city center. Lovely location and ambiance. Couples, solo adventurers, business travelers, and families (with kids) are welcome. This home includes relaxation, entertainment, refreshments, exercising, laptop friendly workspace, surrounded by comfort and luxury. Open floor concept with two Master Suites, Office / Bedroom, Living Room, Dining Room, TV Room, and fully equipped Kitchen.",32.86502386,-96.99872175,Refined & Sophisticated Home,https://www.airbnb.com/rooms/14564149?location=Coppell%2C%20TX
$189 ,3,Corpus Christi,16-Sep,My \,27.77152417,-97.39531271,Coastal Getaway House,https://www.airbnb.com/rooms/15744111?location=Corpus%20Christi%2C%20TX
$180 ,3,Austin,16-Apr,"You will love my home - recently updated throughout to a high standard, located in a very convenient and central, neighborhood. Everything in the house is new, and is well equipped - stove/oven, fridge, microwave, dishwasher, coffee maker, toaster, kettle. Ceiling fans installed in all bedrooms with AC/heat, Wi/Fi internet, TV, Directv Now &amp; Netflix. The great deck &amp; backyard will make you feel right at home. My place is good for couples, solo &amp; business travelers, families (with kids) &amp; groups.",30.39069951,-97.70127237,Awesome home near The Domain,https://www.airbnb.com/rooms/16584712?location=Coupland%2C%20TX
$832 ,4,Tomball,16-Apr,"Maple Creek Bed and Breakfast offers the best of both worlds – the quietness and peacefulness of the country while being close to the bustling action and activities of Houston. With 5.5 acres of land, you will have plenty of room to stretch your legs and enjoy the calm of the outdoors. Our unique guestrooms are furnished with ultimate comfort in mind, and our upstair suite features a Whirlpool tub fit for two. Check out our website for more information and pictures: www.maplecreekbnb,com",30.11065476,-95.60809533,Maple Creek Bed and Breakfast--Whole B&B,https://www.airbnb.com/rooms/13003814?location=Conroe%2C%20TX
$295 ,4,Fort Worth,17-Jun,"Beautiful two story historic home with original hardwood floors, unique built ins and lots of windows! This 4 bedroom 1.5 home has large front and back yards and a large patio for outdoor entertaining. There are two dining areas and several seating areas throughout the home. Perfect for weekend getaways family vacations, retreats or corporate housing. Centrally located with a short drive to Sundance Square, Cowboys and Rangers Stadiums, Museum District and Six Flags. Welcome to Fort Worth!",32.7428166,-97.25294085,Fort Worth Land Mark!,https://www.airbnb.com/rooms/19452221?location=Colleyville%2C%20TX
$100 ,1,Shady Shores,16-Feb,Charming home on Lake Lewisville. Thirty miles from downtown Dallas and 10 miles from the center of Denton. Welcoming hosts cook breakfast to order. Pillow top bed is so comfy!,33.15982766,-97.02829516,Dallas/Denton On the lake,https://www.airbnb.com/rooms/11118685?location=Corinth%2C%20TX
$250 ,3,Hutto,16-Feb,"Our home is about a 30 minute drive to/from downtown Austin by freeway, and definitely a bit quicker by using the toll road during peak traffic. Circuit of the Americas is also about a half hour straight off the 130 toll road. Our house is clean, spacious, and accommodates families, groups, etc. Full kitchen, TVs, backyard, and much more, to offer comfort, in addition to convenience and location.",30.53770881,-97.5466165,Near Austin SXSW and COTA. Cozy and clean.,https://www.airbnb.com/rooms/11419436?location=Coupland%2C%20TX
$150 ,2,Austin,15-May,From this house you can get downtown in less than 15 minutes. The front yard is spacious and perfect for pets (no fence). There are two bedrooms each with king size beds. Stay in a beautiful neighborhood and enjoy the city.,30.38616415,-97.68003864,Cozy 2 bedroom with deck,https://www.airbnb.com/rooms/17662778?location=Coupland%2C%20TX
$399 ,3,Port Aransas,15-Apr,"Fresh (4/2015) remodel of 3 bedroom 2 bath second floor condo. Balcony/window views of beach, dunes &amp; pool.\n\n5 beds (king, queen, 2 fulls and twin daybed) + packnplay can sleep up to 10. Elements of walnut, steel, mango wood and quartz bring nature indoors.\n\nRates include all applicable taxes.",27.81404327,-97.07114957,Beachfront 3/2 remodeled in town!,https://www.airbnb.com/rooms/6116731?location=Corpus%20Christi%2C%20TX
$139 ,1,Corpus Christi,16-Nov,"Condo faces the ocean very close to the water. Sit on the deck and enjoy the view and hear the waves. Walk on the beach, close to the Lexington and the Aquarium and restaurants. You will enjoy. 2 night minimum..",27.82503642,-97.38508646,Hear the waves....,https://www.airbnb.com/rooms/18784402?location=Corpus%20Christi%2C%20TX
$400 ,4,College Station,16-Aug,"NEW LISTING! This home is close to Texas A&amp;M University and is a great Gameday destination. Newly updated with a combination of antiques and new furnishings, Marooned on Davidson has room for the whole family. Tv's in each bedroom as well as a 55\",30.57538012,-96.3310934,Marooned on Davidson,https://www.airbnb.com/rooms/14781845?location=College%20Station%2C%20TX
$180 ,1,Corpus Christi,16-Jul,"Quiet, clean and on the beach. Save time and money on your vacation or trip with this centrally located condo. A great spot to kick back and enjoy your hard earned time away. The kitchen is stocked with dishes, cookware, and flatware. It comes equipped with an electric range, oven, refrigerator, coffee maker and microwave. A laundry room with coin operated laundry is on each floor. \nRecently remodeled, fully furnished with great view of the beach, 32\",27.82558546,-97.38489809,Beautiful Corpus Christi Beach Condo 1239,https://www.airbnb.com/rooms/14581960?location=Corpus%20Christi%2C%20TX
$135 ,1,Lago Vista,15-Dec,"Enjoy some of the best lake views from every room of this Villa! Experience luxury in our fully updated, nicely equipped and spacious Casita. The Villa and patio are one level above the pool area and you will have breathtaking, eye level views of beautiful Lake Travis! Stay in a serene, natural setting at the resort-like community of 'The Island at Lake Travis'.",30.43893057,-98.0216698,Casita del Lago-- Lake Travis at The Island,https://www.airbnb.com/rooms/13602981?location=Bertram%2C%20TX
$359 ,1,Clear Lake Shores,15-Jun,Enjoy a Friday night fireworks show and dinner on your private chartered yacht cruise (rain or shine). Then sleep on dry land in your private guest room at my waterfront townhouse.,29.54006048,-95.03925651,Fireworks Cruise & Restful Suite,https://www.airbnb.com/rooms/12803770?location=Beach%20City%2C%20TX
$36 ,1,Humble,16-Jun,"My place is close to the intercontinental airport, shopping mall, theaters and parks. You’ll love my place because it is located in a quiet and beautiful neighborhood with the best greenbelt walking trails in the US. My place is good for couples, solo adventurers, business travelers, and families (with kids).",30.06504593,-95.17284878,Homely abode away from home! Room 1,https://www.airbnb.com/rooms/13410010?location=Cleveland%2C%20TX
$49 ,1,Irving,14-May,"ROOM #1 - Private Bed/Bath close to DFW International Airport, Dallas Love Field (DAL) Airport, Irving Convention Center, Galleria Mall, North Park Mall, Downtown Dallas, Uptown Dallas, Las Colinas, Grapevine Mills Outlet Mall. You’ll love the high ceilings, the coziness, the cleanliness, brand new home, quiet, jogging/biking/walking trails nearby, man made lake/river/canals nearby, scenic and peaceful. My place is good for couples, solo adventurers, business travelers, and families (with kids).",32.91414569,-96.94498429,Private bed/bath near DFW/DAL airports & Galleria,https://www.airbnb.com/rooms/15884544?location=Coppell%2C%20TX
$45 ,2,Killeen,17-Mar,"Nice, cozy home. Plenty space to share. Kitchen is open to guest, breakfast only on Saturday.",31.03514097,-97.72396975,"Friendly home, waiting for friendly guest",https://www.airbnb.com/rooms/18654145?location=Belton%2C%20TX
$40 ,2,Fort Worth,14-Aug,"Our two private rooms are conveniently located close to many attractions and major highways. We have a private pool and are 2 blocks away from Arcadia Park which offers scenic hikes, biking trails, multiple playgrounds, picnic areas, and tennis/basketball courts. The rooms feature a Jack&amp;Jill private bathroom. You will also have access to the washer/dryer, kitchen, living room, and backyard with pool if desired. The private rooms come with all the amenities you would expect from your own home.",32.88428901,-97.27525616,"Spacious, private rooms in Fort Worth/Keller",https://www.airbnb.com/rooms/19181336?location=Colleyville%2C%20TX
$27 ,1,Katy,10-Aug,"Luxury apartment in Katy is located off Interstate 10, in the heart of the energy corridor. You are also just a short drive from North Houston, where you can enjoy plenty of entertainment and nightlife options. Katy Mills Outlet Mall is in the vicinity as well for even more shopping.",29.78949361,-95.72990639,Private Room & Bath Resort Style,https://www.airbnb.com/rooms/15295077?location=Cinco%20Ranch%2C%20TX
$35 ,1,Carrollton,17-Feb,Very comfortable 2 story condo. The bedroom downstairs is for rent with its own bathroom! 2 people maximum. 1 Complimentary Bike use for renters and mini-fridge in room. Washer and dryer available.,32.97270736,-96.84875793,Cozy room for rent in North Dallas!,https://www.airbnb.com/rooms/17333766?location=Coppell%2C%20TX
$55 ,1,Fort Worth,15-Jul,Brick home on 1-1/2 wooded acres; beautiful walking trails. Semi-private or often private bath with full access to kitchen and laundry. Big 48\,32.82239369,-97.51142775,"Country Living, City Close (Western Room)",https://www.airbnb.com/rooms/12784757?location=Benbrook%2C%20TX
$175 ,2,El Lago,17-Apr,"This wonderful eclectic home is in a boating community, so bring your boat and have access to Galveston Bay. Beautiful lighted pool with tropical landscaping. Dogs/Cats on a case by case basis. Community park, pool and boat docks.",29.57908835,-95.03385067,Kemah Getaway in a boating community!!!,https://www.airbnb.com/rooms/18345135?location=Beach%20City%2C%20TX
$139 ,4,College Station,17-Apr,"Beautiful new townhouse. Full equipped kitchen w micro, pots/pans, utensils; free TV &amp; highspeed Internet. AC. 3 min to TAMU &amp; restaurants. Parking. 4 bdrms, 2 up/2 down-each with private bath. Washer/dryer. Brand new furniture and beds. Handicapped accessible. Excellent condition. Ideal for game weekends or longer. Pet friendly; dog walking park next street over. Please notify us if you are bringing a pet; pet damage/security deposit required.",30.57234924,-96.31712257,College Station New Townhouse Close to TAMU,https://www.airbnb.com/rooms/18357814?location=Caldwell%2C%20TX
$42 ,1,Houston,16-Mar,"Upstairs bedroom and private full-size bathroom with in room mini-fridge, coffee maker, 43\",29.58017374,-95.13687659,Queen Bed With Private Bath in Quiet Neighborhood,https://www.airbnb.com/rooms/14714588?location=Beach%20City%2C%20TX
$35 ,1,Houston,15-Jun,"Awesome interior design home. All freeways 3 minutes. This is great if you want to be close to downtown and all the restaurants, college night life to. The home is clean and quiet for working individuals. We keep the house clean. Location is great. We have central air and heat. Wireless Internet . Everyone has a private room . We don't slam doors and quiet after 10pm so others can rest. Dishes, wash and put them away or dishwasher. Shoes off at the door. Always sponge wipe kitchen counter.",29.75521217,-95.38133653,Front Cozy Midtown Room,https://www.airbnb.com/rooms/14961842?location=Bellaire%2C%20TX
$99 ,1,Austin,13-Feb,"Peaceful lake retreat with modern &amp; vintage decor and an artistic touch. Walk to Lake Travis. Lounge &amp; dine on our shaded patio surrounded by trees. Full kitchen with everything needed to prepare a meal. Many nearby swimming, hiking, &amp; recreational activities in the area with a restaurant &amp; marina in the neighborhood. Records, books, TV, games for your enjoyment. Enjoy the peacefulness &amp; beauty of the hill country with only a 30 min drive to just about anything in Austin.",30.37973678,-97.95573831,Serene mid-century lake house steps to Lake Travis,https://www.airbnb.com/rooms/18563602?location=Bee%20Cave%2C%20TX
